group_id,type,input_text,target_text,facts,masked_rules,question,missing_rule
d54ac7d0-a34f-49a0-bf89-97872310839d,stage1_generative_cold_rough,"Given the following information:

Facts: Claire is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Claire is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
4352ef85-01d6-43f7-a4e5-9632d83f7d73,stage1_generative_young_cold,"Given the following information:

Facts: Claire is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Claire is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is young then they are cold.
8872451f-0401-4910-a028-221fe0409585,stage1_generative_contrapositive,"Given the following information:

Facts: Claire is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Claire is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is not young then they are not rough.
0d91a99d-1abe-4d9b-81bd-c49671eedc08,stage1_generative_cold_rough,"Given the following information:

Facts: Claire is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Claire is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
62b0d931-d366-48e2-ace8-0753f35c48f6,stage1_generative_young_cold,"Given the following information:

Facts: Claire is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Claire is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is young then they are cold.
138f395a-52f6-4888-92ab-1a29206058e7,stage1_generative_contrapositive,"Given the following information:

Facts: Claire is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Claire is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is not young then they are not rough.
4574dbc5-b4e6-4e57-a129-000e81ebeb0e,stage1_generative_cold_rough,"Given the following information:

Facts: Helen is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
bbacea34-c25b-4fe8-9e01-7ec09087ba4f,stage1_generative_young_cold,"Given the following information:

Facts: Helen is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
609fdd81-5b35-4a1e-966c-6ecd0694645c,stage1_generative_contrapositive,"Given the following information:

Facts: Helen is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
e8656522-0bf7-4d25-98f1-f124df8442c1,stage1_generative_cold_rough,"Given the following information:

Facts: Bob is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Bob is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
3249a2a0-c1b5-43e0-a52e-700b5f7e0be2,stage1_generative_young_cold,"Given the following information:

Facts: Bob is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Bob is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
2a5f9ca1-16e0-4da4-90cd-c449902c56a6,stage1_generative_contrapositive,"Given the following information:

Facts: Bob is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Bob is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
c55c81d8-0f63-439e-900d-a7901e9fee17,stage1_generative_cold_rough,"Given the following information:

Facts: Claire is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Claire is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
f9297cc7-88ff-47de-8b0a-544df644277a,stage1_generative_young_cold,"Given the following information:

Facts: Claire is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Claire is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is young then they are cold.
f5cdf426-62fc-46a7-92f2-8d19a7581d8a,stage1_generative_contrapositive,"Given the following information:

Facts: Claire is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Claire is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is not young then they are not rough.
8c67278f-4e3d-4f98-b9da-46d6a87cee04,stage1_generative_cold_rough,"Given the following information:

Facts: Claire is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Claire is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
298ec594-3770-44bd-94e8-9a7498362720,stage1_generative_young_cold,"Given the following information:

Facts: Claire is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Claire is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is young then they are cold.
0088bee0-366a-4905-8d97-00a513da81ae,stage1_generative_contrapositive,"Given the following information:

Facts: Claire is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Claire is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is not young then they are not rough.
6d66f9bf-de62-466b-83c5-578f13f374d8,stage1_generative_cold_rough,"Given the following information:

Facts: Anne is green or blue

Rules:
- If someone is green then they are cold.
- If someone is blue then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Anne is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
29771975-fac5-4bf4-9a63-070cbfa4c8c2,stage1_generative_young_cold,"Given the following information:

Facts: Anne is green or blue

Rules:
- If someone is green then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Anne is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
ef6101b0-eab9-4577-a76b-94f48cea005c,stage1_generative_contrapositive,"Given the following information:

Facts: Anne is green or blue

Rules:
- If someone is green then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Anne is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
be82001d-ec50-4983-8025-ec7ae6394f53,stage1_generative_cold_rough,"Given the following information:

Facts: Emma is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Emma is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is cold then they are rough.
69879145-3faf-48f6-8c14-19f352034fca,stage1_generative_young_cold,"Given the following information:

Facts: Emma is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Emma is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is young then they are cold.
af44c005-1bd8-4b30-b5dd-2ad8432df180,stage1_generative_contrapositive,"Given the following information:

Facts: Emma is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Emma is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is not young then they are not rough.
fb7f0a87-e470-4f5b-815f-7e0bcda94452,stage1_generative_cold_rough,"Given the following information:

Facts: Bob is red or yellow

Rules:
- If someone is red then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Bob is red or yellow,If someone is red then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
4104b5d0-cb76-4b9d-aeea-6315f62a6c35,stage1_generative_young_cold,"Given the following information:

Facts: Bob is red or yellow

Rules:
- If someone is red then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Bob is red or yellow,If someone is red then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
256d49b8-c9e5-4bec-a0c2-775a706122dd,stage1_generative_contrapositive,"Given the following information:

Facts: Bob is red or yellow

Rules:
- If someone is red then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Bob is red or yellow,If someone is red then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
f8165e60-4ebe-4d45-809d-2ded5533455a,stage1_generative_cold_rough,"Given the following information:

Facts: Anne is green or blue

Rules:
- If someone is green then they are cold.
- If someone is blue then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Anne is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
0aa5bb04-e19b-467e-bf97-c8c1944960be,stage1_generative_young_cold,"Given the following information:

Facts: Anne is green or blue

Rules:
- If someone is green then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Anne is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
428598ce-ec0c-4de1-8af7-baf95a6405b6,stage1_generative_contrapositive,"Given the following information:

Facts: Anne is green or blue

Rules:
- If someone is green then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Anne is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
f41a6d81-bf17-4ca9-aebe-a72054222caa,stage1_generative_cold_rough,"Given the following information:

Facts: Helen is red or green

Rules:
- If someone is red then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Helen is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
d36d6de1-09e0-454f-989e-db609e371ca3,stage1_generative_young_cold,"Given the following information:

Facts: Helen is red or green

Rules:
- If someone is red then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Helen is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
66e1a7f8-576d-4c71-ada0-c4d56be44f3e,stage1_generative_contrapositive,"Given the following information:

Facts: Helen is red or green

Rules:
- If someone is red then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Helen is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
3926d948-31d1-479d-a484-fb0bedad1336,stage1_generative_cold_rough,"Given the following information:

Facts: David is red or yellow

Rules:
- If someone is red then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: David is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,David is red or yellow,If someone is red then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is cold then they are rough.
dda474b4-ec4d-47aa-8590-9220f16d42d8,stage1_generative_young_cold,"Given the following information:

Facts: David is red or yellow

Rules:
- If someone is red then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: David is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,David is red or yellow,If someone is red then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: David is cold.,If someone is young then they are cold.
f927a193-8287-4b15-803c-98466656ed69,stage1_generative_contrapositive,"Given the following information:

Facts: David is red or yellow

Rules:
- If someone is red then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: David is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,David is red or yellow,If someone is red then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is not young then they are not rough.
64f00c5a-fd6d-4f0e-afa0-14da25858945,stage1_generative_cold_rough,"Given the following information:

Facts: Helen is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Helen is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
50f7edaa-ab69-48b1-9e2f-123d7549832f,stage1_generative_young_cold,"Given the following information:

Facts: Helen is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Helen is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
f443a513-a0cf-41bc-80d7-116b8f1c5e75,stage1_generative_contrapositive,"Given the following information:

Facts: Helen is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Helen is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
202226f6-0113-405c-a7ec-fb035edc617d,stage1_generative_cold_rough,"Given the following information:

Facts: Grace is red or green

Rules:
- If someone is red then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Grace is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Grace is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is cold then they are rough.
fd3059f3-5778-4ff3-b1e0-85c61ed203f2,stage1_generative_young_cold,"Given the following information:

Facts: Grace is red or green

Rules:
- If someone is red then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Grace is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Grace is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is young then they are cold.
d6c5e0aa-cac0-4e05-8252-db26ce35a307,stage1_generative_contrapositive,"Given the following information:

Facts: Grace is red or green

Rules:
- If someone is red then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Grace is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Grace is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is not young then they are not rough.
f0cb5578-3444-4f60-82ca-ba75e690261f,stage1_generative_cold_rough,"Given the following information:

Facts: David is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: David is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,David is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is cold then they are rough.
9edc36b2-626a-4c63-9a22-0f0599547455,stage1_generative_young_cold,"Given the following information:

Facts: David is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: David is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,David is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: David is cold.,If someone is young then they are cold.
ee83516a-7776-469b-bcf7-47a00f95a6d8,stage1_generative_contrapositive,"Given the following information:

Facts: David is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: David is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,David is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is not young then they are not rough.
fdac9e0b-ea9d-407e-a7a7-affc08088b3a,stage1_generative_cold_rough,"Given the following information:

Facts: Claire is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Claire is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
